User Id,Investment Id,Investment Status,Investment Round,Industry,Amount Invested
,46375,withdrawn,1239,Productos de Consumo,"$20,400.00"
638,41591,completed,1197,Productos de Consumo,"$20,000.00"
639,40921,completed,1197,Productos de Consumo,"$8,000.00"
,43188,completed,1164,Servicios especializados,"$8,000.00"
,46137,completed,1239,Productos de Consumo,"$12,000.00"
640,46399,completed,1239,Productos de Consumo,"$65,000.00"
641,40500,completed,1171,Infraestructura,"$5,000.00"
,41429,completed,1197,Productos de Consumo,"$5,000.00"
,43295,completed,1164,Servicios especializados,"$5,000.00"
642,44623,completed,1238,Tecnología y comunicación,"$5,000.00"
,45107,withdrawn,1201,Bienes raíces,"$9,200.00"
643,43026,canceled_by_expiration,1164,Servicios especializados,"$8,000.00"
,45985,completed,1239,Productos de Consumo,"$55,900.00"
644,40868,completed,1197,Productos de Consumo,"$12,000.00"
,43453,completed,1164,Servicios especializados,"$8,800.00"
645,42766,canceled_by_expiration,1164,Servicios especializados,"$8,000.00"
,43937,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
,44698,withdrawn,1238,Tecnología y comunicación,"$8,000.00"
646,44072,completed,1226,Bienes raíces,"$10,000.00"
647,44468,completed,1238,Tecnología y comunicación,"$5,000.00"
648,41218,completed,1197,Productos de Consumo,"$5,000.00"
,41936,completed,1164,Servicios especializados,"$5,000.00"
,42779,withdrawn,1212,Bienes raíces,"$5,000.00"
,43223,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,43888,completed,1212,Bienes raíces,"$5,000.00"
,44535,withdrawn_by_choice,1238,Tecnología y comunicación,"$5,000.00"
,44791,completed,1238,Tecnología y comunicación,"$5,000.00"
,45141,withdrawn,1201,Bienes raíces,"$5,750.00"
649,45072,canceled_by_expiration,1238,Tecnología y comunicación,"$5,000.00"
650,41160,completed,1197,Productos de Consumo,"$5,000.00"
651,45956,completed,1239,Productos de Consumo,"$30,000.00"
,46486,completed,1201,Bienes raíces,"$20,000.00"
652,41797,completed,1197,Productos de Consumo,"$5,000.00"
,42487,completed,1164,Servicios especializados,"$10,000.00"
,42949,withdrawn,1212,Bienes raíces,"$12,000.00"
653,41229,completed,1197,Productos de Consumo,"$12,000.00"
654,41146,withdrawn,1197,Productos de Consumo,"$5,000.00"
,43426,canceled_by_expiration,1164,Servicios especializados,"$5,500.00"
655,40712,withdrawn,1171,Infraestructura,"$8,000.00"
656,42920,completed,1212,Bienes raíces,"$12,000.00"
,43890,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
,44943,canceled_by_expiration,1238,Tecnología y comunicación,"$12,000.00"
,45361,completed,1201,Bienes raíces,"$12,000.00"
657,43450,completed,1164,Servicios especializados,"$8,000.00"
658,41406,withdrawn,1197,Productos de Consumo,"$12,000.00"
,46144,canceled_by_expiration,1201,Bienes raíces,"$13,800.00"
659,40950,withdrawn_by_choice,1197,Productos de Consumo,"$5,000.00"
660,40914,completed,1197,Productos de Consumo,"$5,000.00"
,42068,withdrawn,1164,Servicios especializados,"$10,000.00"
661,44099,canceled_by_failed_round,1206,Tecnología y comunicación,"$25,000.00"
662,40511,completed,1171,Infraestructura,"$29,200.00"
,41111,completed,1197,Productos de Consumo,"$47,000.00"
,42173,completed,1164,Servicios especializados,"$47,000.00"
,42898,completed,1212,Bienes raíces,"$100,000.00"
,43938,canceled_by_failed_round,1206,Tecnología y comunicación,"$50,000.00"
663,43621,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
664,42939,completed,1212,Bienes raíces,"$20,000.00"
665,44140,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
666,43412,canceled_by_expiration,1164,Servicios especializados,"$8,800.00"
,43470,completed,1164,Servicios especializados,"$8,800.00"
667,42508,withdrawn,1164,Servicios especializados,"$25,000.00"
668,44104,withdrawn_by_choice,1206,Tecnología y comunicación,"$30,000.00"
,44116,withdrawn_by_choice,1206,Tecnología y comunicación,"$12,000.00"
669,41153,completed,1197,Productos de Consumo,"$5,000.00"
,46018,completed,1239,Productos de Consumo,"$5,000.00"
670,41106,completed,1197,Productos de Consumo,"$8,000.00"
,43375,canceled_by_expiration,1164,Servicios especializados,"$5,500.00"
671,41858,completed,1197,Productos de Consumo,"$5,000.00"
,42422,completed,1164,Servicios especializados,"$5,000.00"
,43651,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,45549,withdrawn,1239,Productos de Consumo,"$5,000.00"
,46457,completed,1201,Bienes raíces,"$5,000.00"
672,41304,completed,1197,Productos de Consumo,"$5,000.00"
673,40801,withdrawn_by_choice,1197,Productos de Consumo,"$12,000.00"
,45953,withdrawn,1239,Productos de Consumo,"$12,000.00"
,46516,completed,1239,Productos de Consumo,"$8,000.00"
674,40665,completed,1171,Infraestructura,"$5,000.00"
,42340,completed,1164,Servicios especializados,"$5,000.00"
,43606,completed,1212,Bienes raíces,"$5,000.00"
,43607,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,44932,canceled_by_expiration,1238,Tecnología y comunicación,"$5,000.00"
,45061,completed,1238,Tecnología y comunicación,"$5,000.00"
,45646,completed,1239,Productos de Consumo,"$5,000.00"
675,43667,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,44644,completed,1238,Tecnología y comunicación,"$5,000.00"
676,42535,withdrawn,1164,Servicios especializados,"$5,000.00"
,43299,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,43771,withdrawn,1212,Bienes raíces,"$5,000.00"
,44856,withdrawn,1238,Tecnología y comunicación,"$5,000.00"
677,43437,canceled_by_expiration,1164,Servicios especializados,"$5,500.00"
,45671,withdrawn_by_choice,1239,Productos de Consumo,"$100,100.00"
678,45024,completed,1238,Tecnología y comunicación,"$12,000.00"
,45756,completed,1239,Productos de Consumo,"$20,000.00"
679,41543,completed,1197,Productos de Consumo,"$13,000.00"
,41962,completed,1164,Servicios especializados,"$11,000.00"
680,42573,completed,1164,Servicios especializados,"$5,000.00"
,43028,completed,1212,Bienes raíces,"$5,000.00"
681,40825,withdrawn_by_choice,1197,Productos de Consumo,"$12,000.00"
682,41016,withdrawn_by_choice,1197,Productos de Consumo,"$5,000.00"
,42226,completed,1164,Servicios especializados,"$5,000.00"
,43177,withdrawn_by_choice,1206,Tecnología y comunicación,"$5,000.00"
,43935,completed,1212,Bienes raíces,"$5,000.00"
683,46318,completed,1239,Productos de Consumo,"$5,000.00"
684,41389,completed,1197,Productos de Consumo,"$8,000.00"
685,44887,withdrawn,1238,Tecnología y comunicación,"$8,000.00"
686,41490,withdrawn,1197,Productos de Consumo,"$5,000.00"
687,41903,completed,1197,Productos de Consumo,"$5,000.00"
688,40896,completed,1197,Productos de Consumo,"$5,000.00"
,42036,completed,1164,Servicios especializados,"$5,000.00"
689,42395,completed,1164,Servicios especializados,"$5,000.00"
690,43101,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,750.00"
691,44372,completed,1238,Tecnología y comunicación,"$5,000.00"
692,43725,withdrawn,1212,Bienes raíces,"$37,000.00"
693,45911,completed,1239,Productos de Consumo,"$8,000.00"
694,41421,completed,1197,Productos de Consumo,"$12,000.00"
,46313,withdrawn_by_choice,1239,Productos de Consumo,"$20,400.00"
695,42638,canceled_by_expiration,1164,Servicios especializados,"$12,000.00"
,43316,completed,1212,Bienes raíces,"$8,000.00"
,43317,withdrawn_by_choice,1206,Tecnología y comunicación,"$21,600.00"
,43319,completed,1164,Servicios especializados,"$26,400.00"
,44222,withdrawn,1232,Bienes raíces,"$17,000.00"
,45244,withdrawn_by_choice,1201,Bienes raíces,"$13,800.00"
696,42317,completed,1164,Servicios especializados,"$8,000.00"
697,45891,canceled_by_profile,1239,Productos de Consumo,"$5,000.00"
698,44627,completed,1238,Tecnología y comunicación,"$5,000.00"
699,42586,completed,1164,Servicios especializados,"$20,000.00"
,43249,canceled_by_failed_round,1206,Tecnología y comunicación,"$20,000.00"
700,41214,completed,1197,Productos de Consumo,"$5,000.00"
,42089,completed,1164,Servicios especializados,"$5,000.00"
,43268,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,44410,withdrawn_by_choice,1238,Tecnología y comunicación,"$5,000.00"
,44722,completed,1238,Tecnología y comunicación,"$5,750.00"
701,42486,completed,1164,Servicios especializados,"$5,000.00"
702,41151,completed,1197,Productos de Consumo,"$12,000.00"
,44750,withdrawn,1238,Tecnología y comunicación,"$8,000.00"
,46163,canceled_by_expiration,1201,Bienes raíces,"$12,000.00"
,46164,completed,1239,Productos de Consumo,"$20,000.00"
703,43339,completed,1164,Servicios especializados,"$12,000.00"
704,42929,withdrawn,1212,Bienes raíces,"$5,000.00"
705,40565,completed,1171,Infraestructura,"$16,000.00"
,43826,canceled_by_failed_round,1206,Tecnología y comunicación,"$16,000.00"
,44091,canceled_by_expiration,1226,Bienes raíces,"$5,000.00"
,44684,withdrawn_by_choice,1238,Tecnología y comunicación,"$8,000.00"
,44764,completed,1238,Tecnología y comunicación,"$13,800.00"
706,43656,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
707,42411,completed,1164,Servicios especializados,"$8,000.00"
708,42614,completed,1164,Servicios especializados,"$12,000.00"
709,40901,completed,1197,Productos de Consumo,"$12,000.00"
,42028,withdrawn_by_choice,1164,Servicios especializados,"$10,000.00"
,45740,completed,1201,Bienes raíces,"$8,000.00"
710,40842,completed,1197,Productos de Consumo,"$5,000.00"
,43764,withdrawn,1212,Bienes raíces,"$5,000.00"
711,41791,completed,1197,Productos de Consumo,"$12,000.00"
,43036,completed,1212,Bienes raíces,"$12,000.00"
,43385,withdrawn_by_choice,1206,Tecnología y comunicación,"$12,000.00"
,46032,withdrawn,1239,Productos de Consumo,"$12,000.00"
712,40649,completed,1171,Infraestructura,"$5,000.00"
,40955,withdrawn_by_choice,1197,Productos de Consumo,"$100,000.00"
,41681,completed,1197,Productos de Consumo,"$50,000.00"
,42747,withdrawn,1212,Bienes raíces,"$30,000.00"
,44211,completed,1226,Bienes raíces,"$20,000.00"
,45872,completed,1239,Productos de Consumo,"$50,000.00"
713,42544,completed,1164,Servicios especializados,"$25,000.00"
714,45838,completed,1239,Productos de Consumo,"$25,000.00"
715,41427,completed,1197,Productos de Consumo,"$12,000.00"
716,41669,completed,1197,Productos de Consumo,"$40,000.00"
,43366,canceled_by_failed_round,1206,Tecnología y comunicación,"$50,000.00"
,43367,completed,1164,Servicios especializados,"$16,000.00"
717,43769,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
718,42846,withdrawn,1212,Bienes raíces,"$8,000.00"
719,42999,canceled_by_expiration,1164,Servicios especializados,"$5,000.00"
,43023,completed,1164,Servicios especializados,"$5,000.00"
,45434,completed,1201,Bienes raíces,"$8,000.00"
720,42673,completed,1164,Servicios especializados,"$12,000.00"
721,42475,withdrawn,1164,Servicios especializados,"$5,000.00"
,44328,withdrawn,1238,Tecnología y comunicación,"$5,000.00"
722,42979,withdrawn,1212,Bienes raíces,"$5,000.00"
,43786,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
723,41537,completed,1197,Productos de Consumo,"$100,000.00"
,43700,canceled_by_failed_round,1206,Tecnología y comunicación,"$21,000.00"
724,43727,withdrawn,1212,Bienes raíces,"$47,000.00"
725,42987,withdrawn,1212,Bienes raíces,"$12,000.00"
726,41059,completed,1197,Productos de Consumo,"$8,000.00"
727,42808,completed,1212,Bienes raíces,"$25,000.00"
728,42153,withdrawn,1164,Servicios especializados,"$5,000.00"
,42637,completed,1164,Servicios especializados,"$8,000.00"
,43152,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,44365,withdrawn_by_choice,1238,Tecnología y comunicación,"$5,000.00"
,44723,completed,1238,Tecnología y comunicación,"$9,200.00"
,45096,completed,1201,Bienes raíces,"$13,800.00"
,45623,completed,1239,Productos de Consumo,"$5,500.00"
729,41821,withdrawn_by_choice,1197,Productos de Consumo,"$8,000.00"
,41862,completed,1197,Productos de Consumo,"$5,000.00"
730,43350,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
731,41081,withdrawn_by_choice,1197,Productos de Consumo,"$8,000.00"
,44021,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
,44077,canceled_by_expiration,1226,Bienes raíces,"$5,000.00"
,45446,withdrawn,1201,Bienes raíces,"$5,000.00"
732,44450,withdrawn,1238,Tecnología y comunicación,"$5,000.00"
733,40593,completed,1171,Infraestructura,"$5,000.00"
,41947,completed,1164,Servicios especializados,"$5,750.00"
,44901,completed,1238,Tecnología y comunicación,"$20,000.00"
734,41375,completed,1197,Productos de Consumo,"$8,000.00"
,42775,completed,1212,Bienes raíces,"$5,000.00"
,44024,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,500.00"
,45812,completed,1239,Productos de Consumo,"$5,000.00"
735,44560,completed,1238,Tecnología y comunicación,"$5,000.00"
,45897,completed,1239,Productos de Consumo,"$5,000.00"
736,45166,withdrawn,1201,Bienes raíces,"$5,000.00"
737,40929,completed,1197,Productos de Consumo,"$50,000.00"
738,46476,completed,1201,Bienes raíces,"$5,000.00"
739,43380,completed,1164,Servicios especializados,"$5,500.00"
740,41548,withdrawn_by_choice,1197,Productos de Consumo,"$5,000.00"
,44350,completed,1238,Tecnología y comunicación,"$5,000.00"
741,41632,completed,1197,Productos de Consumo,"$10,000.00"
,42330,completed,1164,Servicios especializados,"$10,000.00"
,43838,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,43914,completed,1212,Bienes raíces,"$8,000.00"
,45903,completed,1239,Productos de Consumo,"$12,000.00"
742,42519,completed,1164,Servicios especializados,"$10,000.00"
,43851,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,44705,withdrawn_by_choice,1238,Tecnología y comunicación,"$5,000.00"
,44905,completed,1238,Tecnología y comunicación,"$5,750.00"
,45906,withdrawn,1239,Productos de Consumo,"$12,000.00"
,46496,completed,1239,Productos de Consumo,"$50,000.00"
743,41282,completed,1197,Productos de Consumo,"$8,000.00"
,42202,completed,1164,Servicios especializados,"$8,000.00"
,44576,completed,1238,Tecnología y comunicación,"$16,000.00"
,45469,withdrawn,1201,Bienes raíces,"$12,000.00"
744,44989,completed,1238,Tecnología y comunicación,"$5,000.00"
745,44688,withdrawn,1238,Tecnología y comunicación,"$5,000.00"
746,40900,completed,1197,Productos de Consumo,"$12,000.00"
,43814,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,44523,withdrawn_by_choice,1238,Tecnología y comunicación,"$5,000.00"
,44828,completed,1238,Tecnología y comunicación,"$5,000.00"
,45301,completed,1201,Bienes raíces,"$5,000.00"
,46100,completed,1239,Productos de Consumo,"$12,000.00"
747,42925,completed,1212,Bienes raíces,"$50,000.00"
748,45550,withdrawn_by_choice,1239,Productos de Consumo,"$12,000.00"
,45757,completed,1201,Bienes raíces,"$20,000.00"
,46421,completed,1239,Productos de Consumo,"$12,000.00"
749,41176,completed,1197,Productos de Consumo,"$8,000.00"
,45564,withdrawn_by_choice,1239,Productos de Consumo,"$5,000.00"
,45793,withdrawn_by_choice,1239,Productos de Consumo,"$8,000.00"
750,42306,completed,1164,Servicios especializados,"$12,000.00"
,43870,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
751,40748,canceled_by_expiration,1171,Infraestructura,"$12,000.00"
752,46120,canceled_by_expiration,1201,Bienes raíces,"$12,000.00"
,46243,canceled_by_expiration,1201,Bienes raíces,"$16,000.00"
753,43427,completed,1212,Bienes raíces,"$5,000.00"
754,41296,completed,1197,Productos de Consumo,"$50,000.00"
,46297,completed,1239,Productos de Consumo,"$50,000.00"
755,43401,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
756,41683,completed,1197,Productos de Consumo,"$20,000.00"
,42635,completed,1164,Servicios especializados,"$25,000.00"
,44583,completed,1238,Tecnología y comunicación,"$12,000.00"
757,41056,completed,1197,Productos de Consumo,"$8,000.00"
,45472,completed,1201,Bienes raíces,"$9,200.00"
758,42108,completed,1164,Servicios especializados,"$5,000.00"
759,43732,withdrawn_by_choice,1212,Bienes raíces,"$5,000.00"
,44553,completed,1238,Tecnología y comunicación,"$5,000.00"
,45239,completed,1201,Bienes raíces,"$5,000.00"
,45562,withdrawn_by_choice,1239,Productos de Consumo,"$5,000.00"
760,44066,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
761,44090,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
762,41060,completed,1197,Productos de Consumo,"$8,000.00"
,42456,completed,1164,Servicios especializados,"$5,000.00"
,42720,withdrawn_by_choice,1212,Bienes raíces,"$5,000.00"
,43086,withdrawn_by_choice,1206,Tecnología y comunicación,"$5,750.00"
,44007,withdrawn_by_choice,1206,Tecnología y comunicación,"$5,000.00"
,46676,completed,1239,Productos de Consumo,"$13,000.00"
763,41332,completed,1197,Productos de Consumo,"$5,000.00"
,46601,completed,1239,Productos de Consumo,"$12,000.00"
764,41331,completed,1197,Productos de Consumo,"$5,000.00"
,43592,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
765,43289,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
766,42563,completed,1164,Servicios especializados,"$20,000.00"
767,43284,canceled_by_failed_round,1206,Tecnología y comunicación,"$12,000.00"
,43286,completed,1212,Bienes raíces,"$12,000.00"
768,45217,completed,1201,Bienes raíces,"$10,000.00"
,46233,completed,1239,Productos de Consumo,"$12,000.00"
769,43087,withdrawn_by_choice,1206,Tecnología y comunicación,"$115,000.00"
,45079,withdrawn_by_choice,1201,Bienes raíces,"$57,500.00"
,46299,completed,1239,Productos de Consumo,"$60,000.00"
770,41805,canceled_by_expiration,1197,Productos de Consumo,"$12,000.00"
,41823,completed,1197,Productos de Consumo,"$12,000.00"
771,45234,completed,1201,Bienes raíces,"$57,500.00"
,46434,completed,1239,Productos de Consumo,"$60,000.00"
772,45721,canceled_by_expiration,1201,Bienes raíces,"$8,000.00"
773,45943,completed,1239,Productos de Consumo,"$50,000.00"
774,45964,completed,1239,Productos de Consumo,"$8,000.00"
775,45253,completed,1201,Bienes raíces,"$5,000.00"
776,42774,completed,1212,Bienes raíces,"$30,000.00"
,44130,canceled_by_failed_round,1206,Tecnología y comunicación,"$20,000.00"
777,43739,withdrawn,1212,Bienes raíces,"$5,000.00"
778,41022,completed,1197,Productos de Consumo,"$16,000.00"
,42220,completed,1164,Servicios especializados,"$27,600.00"
,42709,completed,1212,Bienes raíces,"$20,000.00"
,43118,canceled_by_failed_round,1206,Tecnología y comunicación,"$26,700.00"
,44514,completed,1238,Tecnología y comunicación,"$23,000.00"
,45677,completed,1239,Productos de Consumo,"$20,000.00"
779,44545,completed,1238,Tecnología y comunicación,"$8,000.00"
780,42883,withdrawn,1212,Bienes raíces,"$12,000.00"
,43887,completed,1212,Bienes raíces,"$12,000.00"
,46466,canceled_by_expiration,1201,Bienes raíces,"$12,000.00"
781,43377,canceled_by_expiration,1164,Servicios especializados,"$5,500.00"
782,43695,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,45087,completed,1201,Bienes raíces,"$5,750.00"
783,41885,completed,1197,Productos de Consumo,"$5,000.00"
,42471,completed,1164,Servicios especializados,"$5,000.00"
784,43630,canceled_by_failed_round,1206,Tecnología y comunicación,"$30,000.00"
785,44708,withdrawn_by_choice,1238,Tecnología y comunicación,"$5,000.00"
,44709,withdrawn,1238,Tecnología y comunicación,"$8,000.00"
786,42833,withdrawn_by_choice,1212,Bienes raíces,"$5,000.00"
,43811,withdrawn_by_choice,1206,Tecnología y comunicación,"$8,000.00"
,44331,withdrawn_by_choice,1238,Tecnología y comunicación,"$5,000.00"
787,40495,completed,1171,Infraestructura,"$13,750.00"
,40953,completed,1197,Productos de Consumo,"$20,000.00"
,42016,completed,1164,Servicios especializados,"$25,000.00"
,43717,completed,1212,Bienes raíces,"$8,000.00"
,44425,completed,1238,Tecnología y comunicación,"$8,000.00"
,45629,completed,1239,Productos de Consumo,"$25,600.00"
788,40744,completed,1171,Infraestructura,"$30,000.00"
,44983,completed,1238,Tecnología y comunicación,"$50,000.00"
,45212,completed,1201,Bienes raíces,"$25,300.00"
789,43733,completed,1212,Bienes raíces,"$12,000.00"
790,44886,completed,1238,Tecnología y comunicación,"$8,000.00"
791,41105,completed,1197,Productos de Consumo,"$8,000.00"
,46091,withdrawn,1239,Productos de Consumo,"$5,000.00"
792,44188,completed,1226,Bienes raíces,"$8,000.00"
793,40739,withdrawn_by_choice,1171,Infraestructura,"$5,000.00"
,40751,completed,1171,Infraestructura,"$5,000.00"
,40956,withdrawn_by_choice,1197,Productos de Consumo,"$5,000.00"
,42268,withdrawn_by_choice,1164,Servicios especializados,"$5,000.00"
,42349,withdrawn_by_choice,1164,Servicios especializados,"$5,000.00"
794,41599,completed,1197,Productos de Consumo,"$5,000.00"
,43967,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
795,43265,canceled_by_failed_round,1206,Tecnología y comunicación,"$50,000.00"
,46269,completed,1239,Productos de Consumo,"$100,000.00"
796,41985,completed,1164,Servicios especializados,"$8,000.00"
,44600,withdrawn,1238,Tecnología y comunicación,"$5,000.00"
797,41408,withdrawn,1197,Productos de Consumo,"$8,000.00"
798,42315,completed,1164,Servicios especializados,"$5,000.00"
799,40935,completed,1197,Productos de Consumo,"$8,000.00"
,42070,withdrawn,1164,Servicios especializados,"$5,000.00"
,43161,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,45554,withdrawn,1239,Productos de Consumo,"$8,000.00"
800,43994,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
801,45028,canceled_by_expiration,1238,Tecnología y comunicación,"$12,000.00"
802,41529,completed,1197,Productos de Consumo,"$5,000.00"
,42338,withdrawn_by_choice,1164,Servicios especializados,"$5,000.00"
,43045,withdrawn_by_choice,1212,Bienes raíces,"$5,000.00"
,44015,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
,44092,canceled_by_expiration,1226,Bienes raíces,"$8,000.00"
,44214,completed,1226,Bienes raíces,"$5,000.00"
,44958,canceled_by_expiration,1238,Tecnología y comunicación,"$9,200.00"
803,41772,canceled_by_expiration,1197,Productos de Consumo,"$5,000.00"
,46356,completed,1239,Productos de Consumo,"$20,000.00"
804,44169,canceled_by_expiration,1226,Bienes raíces,"$12,000.00"
,45364,completed,1201,Bienes raíces,"$8,000.00"
,45988,withdrawn,1239,Productos de Consumo,"$8,000.00"
,46535,completed,1239,Productos de Consumo,"$8,000.00"
805,41613,withdrawn,1197,Productos de Consumo,"$12,000.00"
,42827,completed,1212,Bienes raíces,"$8,000.00"
,43523,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
806,42982,completed,1212,Bienes raíces,"$20,000.00"
,44650,completed,1238,Tecnología y comunicación,"$12,000.00"
807,41535,completed,1197,Productos de Consumo,"$12,000.00"
808,42436,withdrawn_by_choice,1164,Servicios especializados,"$5,000.00"
809,42997,completed,1212,Bienes raíces,"$12,000.00"
810,43314,canceled_by_failed_round,1206,Tecnología y comunicación,"$16,000.00"
811,45415,completed,1201,Bienes raíces,"$23,000.00"
812,43482,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,43582,completed,1212,Bienes raíces,"$8,000.00"
,44817,completed,1238,Tecnología y comunicación,"$5,000.00"
,46420,completed,1239,Productos de Consumo,"$5,000.00"
813,43371,completed,1164,Servicios especializados,"$13,200.00"
814,45506,completed,1201,Bienes raíces,"$8,000.00"
815,43405,canceled_by_expiration,1164,Servicios especializados,"$5,500.00"
816,40510,withdrawn,1171,Infraestructura,"$30,000.00"
817,41615,completed,1197,Productos de Consumo,"$5,000.00"
,42892,withdrawn_by_choice,1212,Bienes raíces,"$5,000.00"
,42893,completed,1164,Servicios especializados,"$5,000.00"
,43586,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
818,43467,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,43468,completed,1164,Servicios especializados,"$5,000.00"
819,44567,completed,1238,Tecnología y comunicación,"$16,000.00"
820,41959,completed,1164,Servicios especializados,"$5,000.00"
821,42634,canceled_by_expiration,1164,Servicios especializados,"$5,000.00"
,44057,canceled_by_failed_round,1206,Tecnología y comunicación,"$5,000.00"
,46048,completed,1239,Productos de Consumo,"$5,000.00"
,46549,completed,1201,Bienes raíces,"$5,000.00"
822,40718,completed,1171,Infraestructura,"$18,000.00"
823,40598,completed,1171,Infraestructura,"$5,000.00"
824,41313,completed,1197,Productos de Consumo,"$25,000.00"
,42133,completed,1164,Servicios especializados,"$22,000.00"
825,41078,completed,1197,Productos de Consumo,"$5,000.00"
,45612,completed,1239,Productos de Consumo,"$13,200.00"
826,41700,canceled_by_expiration,1197,Productos de Consumo,"$5,000.00"
,41755,completed,1197,Productos de Consumo,"$5,000.00"
,43049,completed,1164,Servicios especializados,"$8,000.00"
827,41339,completed,1197,Productos de Consumo,"$13,000.00"
,42876,withdrawn_by_choice,1212,Bienes raíces,"$12,000.00"
,43637,withdrawn_by_choice,1212,Bienes raíces,"$5,000.00"
828,42870,completed,1212,Bienes raíces,"$15,000.00"
829,44675,completed,1238,Tecnología y comunicación,"$17,000.00"
830,42566,withdrawn,1164,Servicios especializados,"$5,000.00"
831,44582,withdrawn,1238,Tecnología y comunicación,"$12,000.00"
832,40596,withdrawn_by_choice,1171,Infraestructura,"$20,000.00"
,42438,completed,1164,Servicios especializados,"$50,000.00"
,42439,canceled_by_expiration,1197,Productos de Consumo,"$12,000.00"
,43488,canceled_by_failed_round,1206,Tecnología y comunicación,"$100,000.00"
,46422,canceled_by_expiration,1201,Bienes raíces,"$5,000.00"
833,42304,completed,1164,Servicios especializados,"$8,000.00"
834,41723,canceled_by_expiration,1197,Productos de Consumo,"$5,000.00"
,45992,completed,1239,Productos de Consumo,"$12,000.00"
835,45789,completed,1201,Bienes raíces,"$20,000.00"
,46557,completed,1239,Productos de Consumo,"$12,000.00"
836,41061,completed,1197,Productos de Consumo,"$12,000.00"
,44615,completed,1238,Tecnología y comunicación,"$8,000.00"
837,42459,completed,1197,Productos de Consumo,"$5,000.00"
,46499,canceled_by_expiration,1201,Bienes raíces,"$8,000.00"
,46526,completed,1201,Bienes raíces,"$8,000.00"
838,43318,canceled_by_failed_round,1206,Tecnología y comunicación,"$25,000.00"
839,44053,withdrawn_by_choice,1206,Tecnología y comunicación,"$10,000.00"
,44149,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
840,41631,completed,1197,Productos de Consumo,"$12,000.00"
,46426,completed,1239,Productos de Consumo,"$12,000.00"
841,45714,completed,1201,Bienes raíces,"$8,000.00"
842,43058,completed,1164,Servicios especializados,"$12,000.00"
843,40828,withdrawn,1197,Productos de Consumo,"$8,000.00"
,41830,canceled_by_expiration,1197,Productos de Consumo,"$5,000.00"
,41849,canceled_by_expiration,1197,Productos de Consumo,"$5,000.00"
,42132,completed,1164,Servicios especializados,"$14,000.00"
,42704,completed,1212,Bienes raíces,"$5,000.00"
,43143,canceled_by_failed_round,1206,Tecnología y comunicación,"$8,000.00"
,45783,canceled_by_expiration,1201,Bienes raíces,"$16,000.00"
,45784,withdrawn,1239,Productos de Consumo,"$5,000.00"
844,43997,canceled_by_failed_round,1206,Tecnología y comunicación,"$13,000.00"
,44103,canceled_by_expiration,1226,Bienes raíces,"$5,000.00"
,44657,withdrawn_by_choice,1238,Tecnología y comunicación,"$10,000.00"
,44782,withdrawn,1238,Tecnología y comunicación,"$13,800.00"
845,46367,canceled_by_expiration,1201,Bienes raíces,"$14,400.00"
846,42348,completed,1164,Servicios especializados,"$50,000.00"
